Athlete_Comp_ID,Score_Metric,Finish_Rank,Gender,Judge_1_Score,Judge_2_Score,Judge_3_Score,Judge_4_Score,Judge_5_Score,Judge_6_Score_1,Judge_7_Score_1,Round_Group,Season,Season_Comp,Round,Wind,Athlete_name
COSTA Adrian - AUS - Olympics - 2002 - Qualification 1,51.60000000000001,18,Men,4.4,4.3,4.3,4.4,4.5,5.37,5.64,Qualification,2002,2002-Olympics,Qualification 1,1.0,COSTA Adrian - AUS
STOHR Christian - SUI - Olympics - 2002 - Qualification 1,51.269999999999996,19,Men,4.2,4.0,4.0,4.3,4.2,5.97,5.19,Qualification,2002,2002-Olympics,Qualification 1,1.0,STOHR Christian - SUI
SHIMOYAMA Kenro - JPN - Olympics - 2002 - Qualification 1,49.14,20,Men,3.8,3.9,3.6,3.8,4.1,6.22,6.37,Qualification,2002,2002-Olympics,Qualification 1,1.0,SHIMOYAMA Kenro - JPN
BRASSARD Jean Luc - CAN - Olympics - 2002 - Qualification 1,48.870000000000005,21,Men,3.9,3.4,3.9,4.2,4.3,5.2,5.47,Qualification,2002,2002-Olympics,Qualification 1,1.0,BRASSARD Jean Luc - CAN
SUNDBERG Patrik - SWE - Olympics - 2002 - Qualification 1,48.370000000000005,22,Men,4.3,4.2,4.3,4.3,4.4,4.2,4.8,Qualification,2002,2002-Olympics,Qualification 1,1.0,SUNDBERG Patrik - SWE
PAYNTER Trennon - AUS - Olympics - 2002 - Qualification 1,46.269999999999996,23,Men,3.8,4.1,4.0,4.0,3.8,5.13,5.6,Qualification,2002,2002-Olympics,Qualification 1,1.0,PAYNTER Trennon - AUS
BANNIKOV Alexei - KAZ - Olympics - 2002 - Qualification 1,44.97,24,Men,4.2,4.2,3.8,4.3,4.3,4.05,4.59,Qualification,2002,2002-Olympics,Qualification 1,1.0,BANNIKOV Alexei - KAZ
GALLI Simone - ITA - Olympics - 2002 - Qualification 1,41.2,25,Men,4.1,3.7,3.7,4.1,3.8,5.15,4.99,Qualification,2002,2002-Olympics,Qualification 1,1.0,GALLI Simone - ITA
NAKAMOTO Katsuya - JPN - Olympics - 2002 - Qualification 1,39.7,26,Men,3.3,3.0,3.4,3.1,3.4,5.0,5.61,Qualification,2002,2002-Olympics,Qualification 1,1.0,NAKAMOTO Katsuya - JPN
TYUMENTSEV Vladimir - RUS - Olympics - 2002 - Qualification 1,32.57,27,Men,3.4,3.4,3.1,3.4,3.0,2.56,2.44,Qualification,2002,2002-Olympics,Qualification 1,1.0,TYUMENTSEV Vladimir - RUS
DYBVIG Evan - USA - Olympics - 2002 - Qualification 1,4.3700000000000045,28,Men,1.0,2.1,1.8,2.1,1.2,5.01,4.72,Qualification,2002,2002-Olympics,Qualification 1,1.0,DYBVIG Evan - USA
TEMPLE Sam - GBR - Olympics - 2002 - Qualification 1,1.2700000000000031,29,Men,2.1,0.9,1.3,1.2,1.7,4.87,4.72,Qualification,2002,2002-Olympics,Qualification 1,1.0,TEMPLE Sam - GBR
NODA Teppei - JPN - Olympics - 2002 - Qualification 1,-27.83,30,Men,0.1,0.1,0.1,0.1,0.1,0.0,0.0,Qualification,2002,2002-Olympics,Qualification 1,1.0,NODA Teppei - JPN
LAHTELA Janne - FIN - World Cup 10 - 2003 - Final 1,88.0,1,Men,4.5,4.5,4.6,4.7,4.7,6.42,6.56,Finals,2003,2003-World Cup 10,Final 1,5.0,LAHTELA Janne - FIN
WESTERLUND Luke - USA - World Cup 10 - 2003 - Final 1,87.1,2,Men,4.6,4.6,4.3,4.7,4.6,6.56,6.36,Finals,2003,2003-World Cup 10,Final 1,5.0,WESTERLUND Luke - USA
MAYER Travis - USA - World Cup 10 - 2003 - Final 1,85.8,3,Men,4.4,4.6,4.7,4.5,4.6,5.97,5.4,Finals,2003,2003-World Cup 10,Final 1,5.0,MAYER Travis - USA
DAWSON Toby - USA - World Cup 10 - 2003 - Final 1,84.47,4,Men,4.2,3.9,4.3,4.3,4.4,6.63,6.63,Finals,2003,2003-World Cup 10,Final 1,5.0,DAWSON Toby - USA
GLUSHCHENKO Vitaly - RUS - World Cup 10 - 2003 - Final 1,84.47,5,Men,4.2,4.5,4.1,4.3,4.3,6.48,6.62,Finals,2003,2003-World Cup 10,Final 1,5.0,GLUSHCHENKO Vitaly - RUS
CABRAL Travis Antone - USA - World Cup 10 - 2003 - Final 1,84.0,6,Men,4.0,4.4,4.6,4.4,4.5,5.96,5.67,Finals,2003,2003-World Cup 10,Final 1,5.0,CABRAL Travis Antone - USA
ROCHON Stephane - CAN - World Cup 10 - 2003 - Final 1,83.97,7,Men,4.4,4.4,4.5,4.5,4.5,6.19,6.05,Finals,2003,2003-World Cup 10,Final 1,5.0,ROCHON Stephane - CAN
FORTKORD Fredrik - SWE - World Cup 10 - 2003 - Final 1,83.63,8,Men,4.3,4.2,4.3,4.4,4.4,5.81,6.11,Finals,2003,2003-World Cup 10,Final 1,5.0,FORTKORD Fredrik - SWE
COLAS Guilbaut - FRA - World Cup 10 - 2003 - Final 1,82.73,9,Men,4.1,4.3,4.2,4.4,4.4,6.17,6.04,Finals,2003,2003-World Cup 10,Final 1,5.0,COLAS Guilbaut - FRA
LASSILA Lauri - FIN - World Cup 10 - 2003 - Final 1,80.1,10,Men,4.3,4.3,4.4,4.2,4.3,5.36,5.52,Finals,2003,2003-World Cup 10,Final 1,5.0,LASSILA Lauri - FIN
ROUSSEAU Pierre Alexandre - CAN - World Cup 10 - 2003 - Final 1,79.1,11,Men,4.0,4.2,4.0,4.0,4.3,5.67,5.23,Finals,2003,2003-World Cup 10,Final 1,5.0,ROUSSEAU Pierre Alexandre - CAN
RONKAINEN Mikko - FIN - World Cup 10 - 2003 - Final 1,66.13,12,Men,3.1,3.0,2.7,2.0,3.0,5.67,6.25,Finals,2003,2003-World Cup 10,Final 1,5.0,RONKAINEN Mikko - FIN
GAARDEN HANSEN Arild - NOR - World Cup 10 - 2003 - Qualification,65.49000000000001,13,Men,4.1,4.0,4.2,3.9,4.1,4.92,5.49,Qualification,2003,2003-World Cup 10,Qualification,5.0,GAARDEN HANSEN Arild - NOR
SAVOLAINEN Jari - FIN - World Cup 10 - 2003 - Qualification,64.63,14,Men,4.3,3.9,4.1,3.9,4.0,5.48,4.49,Qualification,2003,2003-World Cup 10,Qualification,5.0,SAVOLAINEN Jari - FIN
TSUKITA Yugo - JPN - World Cup 10 - 2003 - Qualification,64.59,15,Men,4.1,4.5,4.3,4.3,4.5,4.21,4.07,Qualification,2003,2003-World Cup 10,Qualification,5.0,TSUKITA Yugo - JPN
WEBER Grischa - GER - World Cup 10 - 2003 - Qualification,63.09,16,Men,3.8,4.2,3.6,3.9,3.9,4.78,5.35,Qualification,2003,2003-World Cup 10,Qualification,5.0,WEBER Grischa - GER
WONG Chris - CAN - World Cup 10 - 2003 - Qualification,63.06,17,Men,4.0,4.0,3.8,4.0,4.5,4.32,5.6,Qualification,2003,2003-World Cup 10,Qualification,5.0,WONG Chris - CAN
NIOL Laurent - FRA - World Cup 10 - 2003 - Qualification,62.629999999999995,18,Men,4.0,4.0,4.1,3.9,4.3,4.64,3.92,Qualification,2003,2003-World Cup 10,Qualification,5.0,NIOL Laurent - FRA
OVERAA Stian - NOR - World Cup 10 - 2003 - Qualification,62.59,19,Men,4.2,4.0,4.3,3.7,3.6,4.65,4.36,Qualification,2003,2003-World Cup 10,Qualification,5.0,OVERAA Stian - NOR
THERRIEN Jean Francois - CAN - World Cup 10 - 2003 - Qualification,61.33,20,Men,3.6,3.7,3.7,3.8,4.4,4.83,4.83,Qualification,2003,2003-World Cup 10,Qualification,5.0,THERRIEN Jean Francois - CAN
BLOECHL Gerhard - GER - World Cup 10 - 2003 - Qualification,60.43000000000001,21,Men,4.2,4.1,4.2,4.4,4.3,3.74,2.57,Qualification,2003,2003-World Cup 10,Qualification,5.0,BLOECHL Gerhard - GER
PERRIN Antoine - FRA - World Cup 10 - 2003 - Qualification,59.99000000000001,22,Men,3.6,3.8,3.8,3.8,4.2,5.27,5.27,Qualification,2003,2003-World Cup 10,Qualification,5.0,PERRIN Antoine - FRA
TANNER Warren - CAN - World Cup 10 - 2003 - Qualification,59.93000000000001,23,Men,3.8,3.8,3.8,3.6,4.1,4.51,4.65,Qualification,2003,2003-World Cup 10,Qualification,5.0,TANNER Warren - CAN
BELLAVANCE Scott - CAN - World Cup 10 - 2003 - Qualification,59.86,24,Men,3.8,3.6,4.3,4.0,3.9,3.54,3.69,Qualification,2003,2003-World Cup 10,Qualification,5.0,BELLAVANCE Scott - CAN
ALBANEL Romain - FRA - World Cup 10 - 2003 - Qualification,59.69,25,Men,3.8,3.9,3.8,4.0,3.9,4.77,4.93,Qualification,2003,2003-World Cup 10,Qualification,5.0,ALBANEL Romain - FRA
TYUMENTSEV Vladimir - RUS - World Cup 10 - 2003 - Qualification,59.53,26,Men,3.7,3.8,3.6,4.3,4.0,3.8,4.92,Qualification,2003,2003-World Cup 10,Qualification,5.0,TYUMENTSEV Vladimir - RUS
SHIMOYAMA Kenro - JPN - World Cup 10 - 2003 - Qualification,56.19,27,Men,3.5,3.4,3.4,3.2,3.2,4.4,4.26,Qualification,2003,2003-World Cup 10,Qualification,5.0,SHIMOYAMA Kenro - JPN
STARK Christoph - GER - World Cup 10 - 2003 - Qualification,52.03,28,Men,3.0,2.5,2.7,2.9,2.9,4.93,5.21,Qualification,2003,2003-World Cup 10,Qualification,5.0,STARK Christoph - GER
BIGNELL Jeffrey - NED - World Cup 10 - 2003 - Qualification,41.190000000000005,29,Men,3.4,2.8,3.3,3.9,3.3,2.57,3.13,Qualification,2003,2003-World Cup 10,Qualification,5.0,BIGNELL Jeffrey - NED
LUUSUA Tapio - FIN - World Cup 10 - 2003 - Qualification,40.39,30,Men,2.3,2.3,2.3,1.8,2.1,4.42,3.71,Qualification,2003,2003-World Cup 10,Qualification,5.0,LUUSUA Tapio - FIN
CABRAL Travis Antone - USA - World Cup 8 - 2003 - Final 1,90.2,1,Men,4.9,4.8,4.8,4.8,4.7,5.98,6.68,Finals,2003,2003-World Cup 8,Final 1,1.0,CABRAL Travis Antone - USA
RONKAINEN Mikko - FIN - World Cup 8 - 2003 - Final 1,89.63,2,Men,4.7,4.7,4.7,4.8,4.6,6.83,6.83,Finals,2003,2003-World Cup 8,Final 1,1.0,RONKAINEN Mikko - FIN
GLUSHCHENKO Vitaly - RUS - World Cup 8 - 2003 - Final 1,87.2,3,Men,4.8,4.7,4.6,4.6,4.7,6.62,6.34,Finals,2003,2003-World Cup 8,Final 1,1.0,GLUSHCHENKO Vitaly - RUS
NIOL Laurent - FRA - World Cup 8 - 2003 - Final 1,85.7,4,Men,4.6,4.5,4.5,4.5,4.6,6.54,6.69,Finals,2003,2003-World Cup 8,Final 1,1.0,NIOL Laurent - FRA
LAHTELA Janne - FIN - World Cup 8 - 2003 - Final 1,84.87,5,Men,4.3,4.6,4.5,4.6,4.7,5.45,5.16,Finals,2003,2003-World Cup 8,Final 1,1.0,LAHTELA Janne - FIN
DAWSON Toby - USA - World Cup 8 - 2003 - Final 1,84.43,6,Men,4.5,4.4,4.6,4.4,4.6,6.18,6.61,Finals,2003,2003-World Cup 8,Final 1,1.0,DAWSON Toby - USA
BABIC David - USA - World Cup 8 - 2003 - Final 1,83.97,7,Men,4.2,4.3,4.4,4.4,4.2,6.44,6.37,Finals,2003,2003-World Cup 8,Final 1,1.0,BABIC David - USA
TSUKITA Yugo - JPN - World Cup 8 - 2003 - Final 1,81.0,8,Men,4.6,4.3,4.3,4.6,4.5,5.26,5.26,Finals,2003,2003-World Cup 8,Final 1,1.0,TSUKITA Yugo - JPN
ROCHON Stephane - CAN - World Cup 8 - 2003 - Final 1,80.57,9,Men,4.5,4.6,4.5,4.4,4.4,5.26,5.12,Finals,2003,2003-World Cup 8,Final 1,1.0,ROCHON Stephane - CAN
COLAS Guilbaut - FRA - World Cup 8 - 2003 - Final 1,77.7,10,Men,4.3,3.8,4.0,4.0,4.3,5.67,5.52,Finals,2003,2003-World Cup 8,Final 1,1.0,COLAS Guilbaut - FRA
MOREAU Marc Andre - CAN - World Cup 8 - 2003 - Final 1,51.0,11,Men,1.9,2.3,1.3,2.0,2.0,6.77,6.77,Finals,2003,2003-World Cup 8,Final 1,1.0,MOREAU Marc Andre - CAN
HERNANDEZ Chris - USA - World Cup 8 - 2003 - Final 1,47.17,12,Men,2.0,1.7,2.5,2.3,2.0,3.11,3.39,Finals,2003,2003-World Cup 8,Final 1,1.0,HERNANDEZ Chris - USA
BIGNELL Jeffrey - NED - World Cup 8 - 2003 - Qualification,42.6,13,Men,3.0,2.1,3.1,2.9,2.8,3.31,3.44,Qualification,2003,2003-World Cup 8,Qualification,1.0,BIGNELL Jeffrey - NED
FORTKORD Fredrik - SWE - World Cup 8 - 2003 - Qualification,41.870000000000005,14,Men,2.0,2.0,1.8,1.9,2.8,4.96,4.96,Qualification,2003,2003-World Cup 8,Qualification,1.0,FORTKORD Fredrik - SWE
LUUSUA Tapio - FIN - World Cup 8 - 2003 - Qualification,40.34,15,Men,2.5,2.4,1.8,1.8,2.5,2.67,2.81,Qualification,2003,2003-World Cup 8,Qualification,1.0,LUUSUA Tapio - FIN
ROUSSEAU Pierre Alexandre - CAN - World Cup 8 - 2003 - Qualification,38.370000000000005,16,Men,1.5,2.1,2.1,2.0,2.2,5.51,5.66,Qualification,2003,2003-World Cup 8,Qualification,1.0,ROUSSEAU Pierre Alexandre - CAN
BUSHFIELD Rory - CAN - World Cup 8 - 2003 - Qualification,16.040000000000003,17,Men,0.2,0.1,0.1,0.1,0.1,4.34,3.51,Qualification,2003,2003-World Cup 8,Qualification,1.0,BUSHFIELD Rory - CAN
BLOECHL Gerhard - GER - World Cup 8 - 2003 - Qualification,15.540000000000003,18,Men,0.2,0.1,0.5,0.1,0.1,2.64,2.64,Qualification,2003,2003-World Cup 8,Qualification,1.0,BLOECHL Gerhard - GER
WESTERLUND Luke - USA - World Cup 8 - 2003 - Qualification,10.270000000000003,19,Men,0.1,0.1,0.1,0.1,0.1,2.25,2.39,Qualification,2003,2003-World Cup 8,Qualification,1.0,WESTERLUND Luke - USA
SUGA Tadashi - JPN - World Cup 8 - 2003 - Qualification,1.4700000000000024,20,Men,0.1,0.1,0.1,0.1,0.5,2.23,2.4,Qualification,2003,2003-World Cup 8,Qualification,1.0,SUGA Tadashi - JPN
ROUSSEAU Pierre Alexandre - CAN - World Cup 5 - 2003 - Final 1,89.97,1,Men,4.7,4.7,4.7,4.5,4.7,6.02,6.61,Finals,2003,2003-World Cup 5,Final 1,3.4,ROUSSEAU Pierre Alexandre - CAN
BLOOM Jeremy - USA - World Cup 5 - 2003 - Final 1,88.9,2,Men,4.7,4.4,4.6,4.8,4.5,6.18,6.32,Finals,2003,2003-World Cup 5,Final 1,3.4,BLOOM Jeremy - USA
LUUSUA Tapio - FIN - World Cup 5 - 2003 - Final 1,87.63,3,Men,4.5,4.5,4.6,4.4,4.4,6.34,6.63,Finals,2003,2003-World Cup 5,Final 1,3.4,LUUSUA Tapio - FIN
MAYER Travis - USA - World Cup 5 - 2003 - Final 1,87.63,4,Men,4.7,4.6,4.8,4.7,4.7,5.84,5.69,Finals,2003,2003-World Cup 5,Final 1,3.4,MAYER Travis - USA
DAWSON Toby - USA - World Cup 5 - 2003 - Final 1,87.43,5,Men,4.6,4.7,4.5,4.7,4.6,5.65,6.25,Finals,2003,2003-World Cup 5,Final 1,3.4,DAWSON Toby - USA
BABIC David - USA - World Cup 5 - 2003 - Final 1,86.9,6,Men,4.5,4.5,4.5,4.5,4.7,5.86,6.77,Finals,2003,2003-World Cup 5,Final 1,3.4,BABIC David - USA
WESTERLUND Luke - USA - World Cup 5 - 2003 - Final 1,85.8,7,Men,4.3,4.4,4.4,4.1,4.3,6.14,6.57,Finals,2003,2003-World Cup 5,Final 1,3.4,WESTERLUND Luke - USA
BELLAVANCE Scott - CAN - World Cup 5 - 2003 - Final 1,85.37,8,Men,4.0,4.5,4.4,4.3,4.5,5.81,5.22,Finals,2003,2003-World Cup 5,Final 1,3.4,BELLAVANCE Scott - CAN
ROBERTSON Michael - AUS - World Cup 5 - 2003 - Final 1,81.93,9,Men,4.3,4.1,4.2,4.0,4.2,6.25,5.67,Finals,2003,2003-World Cup 5,Final 1,3.4,ROBERTSON Michael - AUS
ROCHON Stephane - CAN - World Cup 5 - 2003 - Final 1,79.37,10,Men,3.7,4.0,3.8,3.8,3.8,5.69,5.98,Finals,2003,2003-World Cup 5,Final 1,3.4,ROCHON Stephane - CAN
CABRAL Travis Antone - USA - World Cup 5 - 2003 - Final 1,79.03,11,Men,4.1,3.9,4.1,3.6,4.0,4.94,5.38,Finals,2003,2003-World Cup 5,Final 1,3.4,CABRAL Travis Antone - USA
WONG Chris - CAN - World Cup 5 - 2003 - Final 1,49.2,12,Men,1.5,0.7,2.2,1.6,1.7,4.66,4.51,Finals,2003,2003-World Cup 5,Final 1,3.4,WONG Chris - CAN
COSTA Adrian - AUS - World Cup 5 - 2003 - Qualification,48.27000000000001,13,Men,4.5,4.2,4.5,4.1,4.4,5.22,4.94,Qualification,2003,2003-World Cup 5,Qualification,3.4,COSTA Adrian - AUS
TANNER Warren - CAN - World Cup 5 - 2003 - Qualification,47.84,14,Men,3.9,4.4,4.0,3.8,4.3,6.32,5.47,Qualification,2003,2003-World Cup 5,Qualification,3.4,TANNER Warren - CAN
SAVOLAINEN Jari - FIN - World Cup 5 - 2003 - Qualification,47.27000000000001,15,Men,4.0,4.3,4.2,4.3,4.0,5.56,5.59,Qualification,2003,2003-World Cup 5,Qualification,3.4,SAVOLAINEN Jari - FIN
COLAS Guilbaut - FRA - World Cup 5 - 2003 - Qualification,47.040000000000006,16,Men,4.3,4.3,3.9,3.8,4.2,5.67,4.94,Qualification,2003,2003-World Cup 5,Qualification,3.4,COLAS Guilbaut - FRA
TSUKITA Yugo - JPN - World Cup 5 - 2003 - Qualification,46.77000000000001,17,Men,3.7,4.1,4.3,3.9,4.3,5.11,5.26,Qualification,2003,2003-World Cup 5,Qualification,3.4,TSUKITA Yugo - JPN
SHIMOYAMA Kenro - JPN - World Cup 5 - 2003 - Qualification,46.77000000000001,18,Men,4.3,4.2,4.3,4.4,4.3,4.74,5.17,Qualification,2003,2003-World Cup 5,Qualification,3.4,SHIMOYAMA Kenro - JPN
HERNANDEZ Chris - USA - World Cup 5 - 2003 - Qualification,46.34,19,Men,3.8,4.2,4.0,3.5,3.9,5.97,5.68,Qualification,2003,2003-World Cup 5,Qualification,3.4,HERNANDEZ Chris - USA
NIOL Laurent - FRA - World Cup 5 - 2003 - Qualification,45.34,20,Men,4.2,4.3,4.3,3.9,4.5,4.51,4.75,Qualification,2003,2003-World Cup 5,Qualification,3.4,NIOL Laurent - FRA
MOONEY Fred - USA - World Cup 5 - 2003 - Qualification,44.370000000000005,21,Men,4.0,4.1,3.9,4.1,3.9,5.26,4.97,Qualification,2003,2003-World Cup 5,Qualification,3.4,MOONEY Fred - USA
MASUKAWA Yu - JPN - World Cup 5 - 2003 - Qualification,43.74000000000001,22,Men,4.2,4.2,4.1,3.9,3.9,5.07,5.35,Qualification,2003,2003-World Cup 5,Qualification,3.4,MASUKAWA Yu - JPN
LASSILA Lauri - FIN - World Cup 5 - 2003 - Qualification,43.34,23,Men,3.3,4.1,4.0,3.6,3.9,4.98,4.69,Qualification,2003,2003-World Cup 5,Qualification,3.4,LASSILA Lauri - FIN
UENO Osamu - JPN - World Cup 5 - 2003 - Qualification,43.07000000000001,24,Men,3.9,4.3,4.1,4.3,4.1,4.4,3.84,Qualification,2003,2003-World Cup 5,Qualification,3.4,UENO Osamu - JPN
AGNARD Stephane - CAN - World Cup 5 - 2003 - Qualification,42.7,25,Men,4.2,3.9,4.1,3.8,4.2,4.51,5.21,Qualification,2003,2003-World Cup 5,Qualification,3.4,AGNARD Stephane - CAN
GLUSHCHENKO Vitaly - RUS - World Cup 5 - 2003 - Qualification,39.870000000000005,26,Men,3.8,3.4,3.4,3.7,3.6,5.21,4.37,Qualification,2003,2003-World Cup 5,Qualification,3.4,GLUSHCHENKO Vitaly - RUS
HOFSTETTER Marco - SUI - World Cup 5 - 2003 - Qualification,39.27000000000001,27,Men,3.7,3.4,3.8,3.6,4.0,3.38,4.64,Qualification,2003,2003-World Cup 5,Qualification,3.4,HOFSTETTER Marco - SUI
ROBERTS Nathan - USA - World Cup 5 - 2003 - Qualification,37.97,28,Men,3.9,4.1,3.7,3.5,3.0,3.73,3.74,Qualification,2003,2003-World Cup 5,Qualification,3.4,ROBERTS Nathan - USA
BLOECHL Gerhard - GER - World Cup 5 - 2003 - Qualification,37.94,29,Men,4.1,3.8,3.5,3.7,3.4,4.13,3.99,Qualification,2003,2003-World Cup 5,Qualification,3.4,BLOECHL Gerhard - GER
GAARDEN HANSEN Arild - NOR - World Cup 5 - 2003 - Qualification,37.80000000000001,30,Men,3.7,3.4,3.5,3.7,3.6,4.65,4.51,Qualification,2003,2003-World Cup 5,Qualification,3.4,GAARDEN HANSEN Arild - NOR
CABRAL Travis Antone - USA - World Cup 6 - 2003 - Final 1,89.3,1,Men,4.5,4.6,4.7,4.5,4.5,6.25,6.54,Finals,2003,2003-World Cup 6,Final 1,1.0,CABRAL Travis Antone - USA
LAHTELA Janne - FIN - World Cup 6 - 2003 - Final 1,86.0,2,Men,4.4,4.7,4.2,3.9,4.4,5.61,5.63,Finals,2003,2003-World Cup 6,Final 1,1.0,LAHTELA Janne - FIN
ROUSSEAU Pierre Alexandre - CAN - World Cup 6 - 2003 - Final 1,85.23,3,Men,4.4,4.6,4.4,4.3,4.3,5.52,5.96,Finals,2003,2003-World Cup 6,Final 1,1.0,ROUSSEAU Pierre Alexandre - CAN
ROCHON Stephane - CAN - World Cup 6 - 2003 - Final 1,84.0,4,Men,4.3,4.7,4.5,4.4,4.3,5.12,5.54,Finals,2003,2003-World Cup 6,Final 1,1.0,ROCHON Stephane - CAN
WESTERLUND Luke - USA - World Cup 6 - 2003 - Final 1,83.23,5,Men,3.8,4.4,3.8,3.8,4.1,6.81,7.2,Finals,2003,2003-World Cup 6,Final 1,1.0,WESTERLUND Luke - USA
TSUKITA Yugo - JPN - World Cup 6 - 2003 - Final 1,82.1,6,Men,4.3,4.3,4.3,4.3,4.3,4.97,4.68,Finals,2003,2003-World Cup 6,Final 1,1.0,TSUKITA Yugo - JPN
GLUSHCHENKO Vitaly - RUS - World Cup 6 - 2003 - Final 1,81.93,7,Men,4.0,4.4,4.1,4.1,4.4,5.77,4.79,Finals,2003,2003-World Cup 6,Final 1,1.0,GLUSHCHENKO Vitaly - RUS
HERNANDEZ Chris - USA - World Cup 6 - 2003 - Final 1,81.1,8,Men,3.9,4.4,4.3,4.2,4.0,5.32,5.18,Finals,2003,2003-World Cup 6,Final 1,1.0,HERNANDEZ Chris - USA
BELLAVANCE Scott - CAN - World Cup 6 - 2003 - Final 1,81.03,9,Men,3.9,4.5,4.1,3.9,4.3,5.08,5.37,Finals,2003,2003-World Cup 6,Final 1,1.0,BELLAVANCE Scott - CAN
LUUSUA Tapio - FIN - World Cup 6 - 2003 - Final 1,80.77,10,Men,3.7,4.4,4.0,3.7,4.3,5.83,5.04,Finals,2003,2003-World Cup 6,Final 1,1.0,LUUSUA Tapio - FIN
BABIC David - USA - World Cup 6 - 2003 - Final 1,65.7,11,Men,2.8,3.5,3.1,3.1,3.4,3.53,3.42,Finals,2003,2003-World Cup 6,Final 1,1.0,BABIC David - USA
COSTA Adrian - AUS - World Cup 6 - 2003 - Qualification,65.5,12,Men,4.2,4.1,4.4,4.3,4.2,5.9,5.46,Qualification,2003,2003-World Cup 6,Qualification,1.0,COSTA Adrian - AUS
MAYER Travis - USA - World Cup 6 - 2003 - Qualification,65.33000000000001,13,Men,4.2,4.2,4.2,3.9,4.5,5.25,5.24,Qualification,2003,2003-World Cup 6,Qualification,1.0,MAYER Travis - USA
